DriverCode,DriverNumber,TeamName,GridPosition,Position,Status,Points,Year,EventName,CircuitName,RoundNumber,IsWetRace
PIA,81,McLaren,2.0,3.0,Finished,15.0,2023,Japanese Grand Prix,Suzuka,16,0
LEC,16,Ferrari,4.0,4.0,Finished,12.0,2023,Japanese Grand Prix,Suzuka,16,0
HAM,44,Mercedes,7.0,5.0,Finished,10.0,2023,Japanese Grand Prix,Suzuka,16,0
SAI,55,Ferrari,6.0,6.0,Finished,8.0,2023,Japanese Grand Prix,Suzuka,16,0
RUS,63,Mercedes,8.0,7.0,Finished,6.0,2023,Japanese Grand Prix,Suzuka,16,0
ALO,14,Aston Martin,10.0,8.0,Finished,4.0,2023,Japanese Grand Prix,Suzuka,16,0
OCO,31,Alpine,14.0,9.0,Finished,2.0,2023,Japanese Grand Prix,Suzuka,16,0
GAS,10,Alpine,12.0,10.0,Finished,1.0,2023,Japanese Grand Prix,Suzuka,16,0
LAW,40,AlphaTauri,11.0,11.0,Lapped,0.0,2023,Japanese Grand Prix,Suzuka,16,0
TSU,22,AlphaTauri,9.0,12.0,Lapped,0.0,2023,Japanese Grand Prix,Suzuka,16,0
ZHO,24,Alfa Romeo,19.0,13.0,Lapped,0.0,2023,Japanese Grand Prix,Suzuka,16,0
HUL,27,Haas F1 Team,18.0,14.0,Lapped,0.0,2023,Japanese Grand Prix,Suzuka,16,0
MAG,20,Haas F1 Team,15.0,15.0,Lapped,0.0,2023,Japanese Grand Prix,Suzuka,16,0
ALB,23,Williams,13.0,16.0,Retired,0.0,2023,Japanese Grand Prix,Suzuka,16,0
SAR,2,Williams,20.0,17.0,Retired,0.0,2023,Japanese Grand Prix,Suzuka,16,0
STR,18,Aston Martin,17.0,18.0,Retired,0.0,2023,Japanese Grand Prix,Suzuka,16,0
PER,11,Red Bull Racing,5.0,19.0,Retired,0.0,2023,Japanese Grand Prix,Suzuka,16,0
BOT,77,Alfa Romeo,16.0,20.0,Retired,0.0,2023,Japanese Grand Prix,Suzuka,16,0
VER,1,Red Bull Racing,1.0,1.0,Finished,26.0,2023,Qatar Grand Prix,Lusail,17,0
PIA,81,McLaren,6.0,2.0,Finished,18.0,2023,Qatar Grand Prix,Lusail,17,0
NOR,4,McLaren,10.0,3.0,Finished,15.0,2023,Qatar Grand Prix,Lusail,17,0
RUS,63,Mercedes,2.0,4.0,Finished,12.0,2023,Qatar Grand Prix,Lusail,17,0
LEC,16,Ferrari,5.0,5.0,Finished,10.0,2023,Qatar Grand Prix,Lusail,17,0
ALO,14,Aston Martin,4.0,6.0,Finished,8.0,2023,Qatar Grand Prix,Lusail,17,0
OCO,31,Alpine,8.0,7.0,Finished,6.0,2023,Qatar Grand Prix,Lusail,17,0
BOT,77,Alfa Romeo,9.0,8.0,Finished,4.0,2023,Qatar Grand Prix,Lusail,17,0
ZHO,24,Alfa Romeo,19.0,9.0,Finished,2.0,2023,Qatar Grand Prix,Lusail,17,0
PER,11,Red Bull Racing,20.0,10.0,Finished,1.0,2023,Qatar Grand Prix,Lusail,17,0
STR,18,Aston Martin,16.0,11.0,Finished,0.0,2023,Qatar Grand Prix,Lusail,17,0
GAS,10,Alpine,7.0,12.0,Finished,0.0,2023,Qatar Grand Prix,Lusail,17,0
ALB,23,Williams,13.0,13.0,Finished,0.0,2023,Qatar Grand Prix,Lusail,17,0
MAG,20,Haas F1 Team,18.0,14.0,Lapped,0.0,2023,Qatar Grand Prix,Lusail,17,0
TSU,22,AlphaTauri,11.0,15.0,Lapped,0.0,2023,Qatar Grand Prix,Lusail,17,0
HUL,27,Haas F1 Team,14.0,16.0,Lapped,0.0,2023,Qatar Grand Prix,Lusail,17,0
LAW,40,AlphaTauri,17.0,17.0,Lapped,0.0,2023,Qatar Grand Prix,Lusail,17,0
SAR,2,Williams,15.0,18.0,Retired,0.0,2023,Qatar Grand Prix,Lusail,17,0
HAM,44,Mercedes,3.0,19.0,Retired,0.0,2023,Qatar Grand Prix,Lusail,17,0
SAI,55,Ferrari,12.0,20.0,Did not start,0.0,2023,Qatar Grand Prix,Lusail,17,0
VER,1,Red Bull Racing,6.0,1.0,Finished,25.0,2023,United States Grand Prix,Austin,18,0
NOR,4,McLaren,2.0,2.0,Finished,18.0,2023,United States Grand Prix,Austin,18,0
SAI,55,Ferrari,4.0,3.0,Finished,15.0,2023,United States Grand Prix,Austin,18,0
PER,11,Red Bull Racing,9.0,4.0,Finished,12.0,2023,United States Grand Prix,Austin,18,0
RUS,63,Mercedes,5.0,5.0,Finished,10.0,2023,United States Grand Prix,Austin,18,0
GAS,10,Alpine,7.0,6.0,Finished,8.0,2023,United States Grand Prix,Austin,18,0
STR,18,Aston Martin,20.0,7.0,Finished,6.0,2023,United States Grand Prix,Austin,18,0
TSU,22,AlphaTauri,11.0,8.0,Finished,5.0,2023,United States Grand Prix,Austin,18,0
ALB,23,Williams,15.0,9.0,Finished,2.0,2023,United States Grand Prix,Austin,18,0
SAR,2,Williams,16.0,10.0,Finished,1.0,2023,United States Grand Prix,Austin,18,0
HUL,27,Haas F1 Team,18.0,11.0,Finished,0.0,2023,United States Grand Prix,Austin,18,0
BOT,77,Alfa Romeo,13.0,12.0,Finished,0.0,2023,United States Grand Prix,Austin,18,0
ZHO,24,Alfa Romeo,12.0,13.0,Lapped,0.0,2023,United States Grand Prix,Austin,18,0
MAG,20,Haas F1 Team,17.0,14.0,Lapped,0.0,2023,United States Grand Prix,Austin,18,0
RIC,3,AlphaTauri,14.0,15.0,Lapped,0.0,2023,United States Grand Prix,Austin,18,0
ALO,14,Aston Martin,19.0,16.0,Retired,0.0,2023,United States Grand Prix,Austin,18,0
PIA,81,McLaren,10.0,17.0,Retired,0.0,2023,United States Grand Prix,Austin,18,0
OCO,31,Alpine,8.0,18.0,Retired,0.0,2023,United States Grand Prix,Austin,18,0
HAM,44,Mercedes,3.0,19.0,Disqualified,0.0,2023,United States Grand Prix,Austin,18,0
LEC,16,Ferrari,1.0,20.0,Disqualified,0.0,2023,United States Grand Prix,Austin,18,0
VER,1,Red Bull Racing,3.0,1.0,Finished,25.0,2023,Mexico City Grand Prix,Mexico City,19,0
HAM,44,Mercedes,6.0,2.0,Finished,19.0,2023,Mexico City Grand Prix,Mexico City,19,0
LEC,16,Ferrari,1.0,3.0,Finished,15.0,2023,Mexico City Grand Prix,Mexico City,19,0
SAI,55,Ferrari,2.0,4.0,Finished,12.0,2023,Mexico City Grand Prix,Mexico City,19,0
NOR,4,McLaren,17.0,5.0,Finished,10.0,2023,Mexico City Grand Prix,Mexico City,19,0
RUS,63,Mercedes,8.0,6.0,Finished,8.0,2023,Mexico City Grand Prix,Mexico City,19,0
RIC,3,AlphaTauri,4.0,7.0,Finished,6.0,2023,Mexico City Grand Prix,Mexico City,19,0
PIA,81,McLaren,7.0,8.0,Finished,4.0,2023,Mexico City Grand Prix,Mexico City,19,0
ALB,23,Williams,14.0,9.0,Finished,2.0,2023,Mexico City Grand Prix,Mexico City,19,0
OCO,31,Alpine,15.0,10.0,Finished,1.0,2023,Mexico City Grand Prix,Mexico City,19,0
GAS,10,Alpine,11.0,11.0,Finished,0.0,2023,Mexico City Grand Prix,Mexico City,19,0
TSU,22,AlphaTauri,18.0,12.0,Finished,0.0,2023,Mexico City Grand Prix,Mexico City,19,0
HUL,27,Haas F1 Team,12.0,13.0,Finished,0.0,2023,Mexico City Grand Prix,Mexico City,19,0
ZHO,24,Alfa Romeo,10.0,14.0,Finished,0.0,2023,Mexico City Grand Prix,Mexico City,19,0
BOT,77,Alfa Romeo,9.0,15.0,Finished,0.0,2023,Mexico City Grand Prix,Mexico City,19,0
SAR,2,Williams,19.0,16.0,Retired,0.0,2023,Mexico City Grand Prix,Mexico City,19,0
STR,18,Aston Martin,,17.0,Collision damage,0.0,2023,Mexico City Grand Prix,Mexico City,19,0
ALO,14,Aston Martin,13.0,18.0,Withdrew,0.0,2023,Mexico City Grand Prix,Mexico City,19,0
MAG,20,Haas F1 Team,16.0,19.0,Accident,0.0,2023,Mexico City Grand Prix,Mexico City,19,0
PER,11,Red Bull Racing,5.0,20.0,Collision damage,0.0,2023,Mexico City Grand Prix,Mexico City,19,0
VER,1,Red Bull Racing,1.0,1.0,Finished,25.0,2023,São Paulo Grand Prix,São Paulo,20,0
NOR,4,McLaren,6.0,2.0,Finished,19.0,2023,São Paulo Grand Prix,São Paulo,20,0
ALO,14,Aston Martin,4.0,3.0,Finished,15.0,2023,São Paulo Grand Prix,São Paulo,20,0
PER,11,Red Bull Racing,9.0,4.0,Finished,12.0,2023,São Paulo Grand Prix,São Paulo,20,0
STR,18,Aston Martin,3.0,5.0,Finished,10.0,2023,São Paulo Grand Prix,São Paulo,20,0
SAI,55,Ferrari,7.0,6.0,Finished,8.0,2023,São Paulo Grand Prix,São Paulo,20,0
GAS,10,Alpine,15.0,7.0,Finished,6.0,2023,São Paulo Grand Prix,São Paulo,20,0
HAM,44,Mercedes,5.0,8.0,Finished,4.0,2023,São Paulo Grand Prix,São Paulo,20,0
TSU,22,AlphaTauri,16.0,9.0,Finished,2.0,2023,São Paulo Grand Prix,São Paulo,20,0
OCO,31,Alpine,14.0,10.0,Lapped,1.0,2023,São Paulo Grand Prix,São Paulo,20,0
SAR,2,Williams,19.0,11.0,Lapped,0.0,2023,São Paulo Grand Prix,São Paulo,20,0
HUL,27,Haas F1 Team,11.0,12.0,Lapped,0.0,2023,São Paulo Grand Prix,São Paulo,20,0
RIC,3,AlphaTauri,17.0,13.0,Lapped,0.0,2023,São Paulo Grand Prix,São Paulo,20,0
PIA,81,McLaren,10.0,14.0,Lapped,0.0,2023,São Paulo Grand Prix,São Paulo,20,0
RUS,63,Mercedes,8.0,15.0,Retired,0.0,2023,São Paulo Grand Prix,São Paulo,20,0
BOT,77,Alfa Romeo,18.0,16.0,Retired,0.0,2023,São Paulo Grand Prix,São Paulo,20,0
ZHO,24,Alfa Romeo,20.0,17.0,Retired,0.0,2023,São Paulo Grand Prix,São Paulo,20,0
MAG,20,Haas F1 Team,12.0,18.0,Retired,0.0,2023,São Paulo Grand Prix,São Paulo,20,0
ALB,23,Williams,13.0,19.0,Retired,0.0,2023,São Paulo Grand Prix,São Paulo,20,0
LEC,16,Ferrari,2.0,20.0,Did not start,0.0,2023,São Paulo Grand Prix,São Paulo,20,0
VER,1,Red Bull Racing,2.0,1.0,Finished,25.0,2023,Las Vegas Grand Prix,Las Vegas,21,0
LEC,16,Ferrari,1.0,2.0,Finished,18.0,2023,Las Vegas Grand Prix,Las Vegas,21,0
PER,11,Red Bull Racing,11.0,3.0,Finished,15.0,2023,Las Vegas Grand Prix,Las Vegas,21,0
OCO,31,Alpine,16.0,4.0,Finished,12.0,2023,Las Vegas Grand Prix,Las Vegas,21,0
STR,18,Aston Martin,19.0,5.0,Finished,10.0,2023,Las Vegas Grand Prix,Las Vegas,21,0
SAI,55,Ferrari,12.0,6.0,Finished,8.0,2023,Las Vegas Grand Prix,Las Vegas,21,0
HAM,44,Mercedes,10.0,7.0,Finished,6.0,2023,Las Vegas Grand Prix,Las Vegas,21,0
RUS,63,Mercedes,3.0,8.0,Finished,4.0,2023,Las Vegas Grand Prix,Las Vegas,21,0
ALO,14,Aston Martin,9.0,9.0,Finished,2.0,2023,Las Vegas Grand Prix,Las Vegas,21,0
PIA,81,McLaren,18.0,10.0,Finished,2.0,2023,Las Vegas Grand Prix,Las Vegas,21,0
GAS,10,Alpine,4.0,11.0,Finished,0.0,2023,Las Vegas Grand Prix,Las Vegas,21,0
ALB,23,Williams,5.0,12.0,Finished,0.0,2023,Las Vegas Grand Prix,Las Vegas,21,0
MAG,20,Haas F1 Team,8.0,13.0,Finished,0.0,2023,Las Vegas Grand Prix,Las Vegas,21,0
RIC,3,AlphaTauri,14.0,14.0,Finished,0.0,2023,Las Vegas Grand Prix,Las Vegas,21,0
ZHO,24,Alfa Romeo,17.0,15.0,Finished,0.0,2023,Las Vegas Grand Prix,Las Vegas,21,0
SAR,2,Williams,6.0,16.0,Finished,0.0,2023,Las Vegas Grand Prix,Las Vegas,21,0
BOT,77,Alfa Romeo,7.0,17.0,Finished,0.0,2023,Las Vegas Grand Prix,Las Vegas,21,0
TSU,22,AlphaTauri,20.0,18.0,Retired,0.0,2023,Las Vegas Grand Prix,Las Vegas,21,0
HUL,27,Haas F1 Team,13.0,19.0,Retired,0.0,2023,Las Vegas Grand Prix,Las Vegas,21,0
NOR,4,McLaren,15.0,20.0,Retired,0.0,2023,Las Vegas Grand Prix,Las Vegas,21,0
VER,1,Red Bull Racing,1.0,1.0,Finished,26.0,2023,Abu Dhabi Grand Prix,Yas Island,22,0
LEC,16,Ferrari,2.0,2.0,Finished,18.0,2023,Abu Dhabi Grand Prix,Yas Island,22,0
RUS,63,Mercedes,4.0,3.0,Finished,15.0,2023,Abu Dhabi Grand Prix,Yas Island,22,0
PER,11,Red Bull Racing,9.0,4.0,Finished,12.0,2023,Abu Dhabi Grand Prix,Yas Island,22,0
NOR,4,McLaren,5.0,5.0,Finished,10.0,2023,Abu Dhabi Grand Prix,Yas Island,22,0
PIA,81,McLaren,3.0,6.0,Finished,8.0,2023,Abu Dhabi Grand Prix,Yas Island,22,0
ALO,14,Aston Martin,7.0,7.0,Finished,6.0,2023,Abu Dhabi Grand Prix,Yas Island,22,0
TSU,22,AlphaTauri,6.0,8.0,Finished,4.0,2023,Abu Dhabi Grand Prix,Yas Island,22,0
HAM,44,Mercedes,11.0,9.0,Finished,2.0,2023,Abu Dhabi Grand Prix,Yas Island,22,0
STR,18,Aston Martin,13.0,10.0,Finished,1.0,2023,Abu Dhabi Grand Prix,Yas Island,22,0
RIC,3,AlphaTauri,15.0,11.0,Finished,0.0,2023,Abu Dhabi Grand Prix,Yas Island,22,0
OCO,31,Alpine,12.0,12.0,Finished,0.0,2023,Abu Dhabi Grand Prix,Yas Island,22,0
GAS,10,Alpine,10.0,13.0,Finished,0.0,2023,Abu Dhabi Grand Prix,Yas Island,22,0
ALB,23,Williams,14.0,14.0,Finished,0.0,2023,Abu Dhabi Grand Prix,Yas Island,22,0
HUL,27,Haas F1 Team,8.0,15.0,Finished,0.0,2023,Abu Dhabi Grand Prix,Yas Island,22,0
SAR,2,Williams,20.0,16.0,Finished,0.0,2023,Abu Dhabi Grand Prix,Yas Island,22,0
ZHO,24,Alfa Romeo,19.0,17.0,Finished,0.0,2023,Abu Dhabi Grand Prix,Yas Island,22,0
SAI,55,Ferrari,16.0,18.0,Retired,0.0,2023,Abu Dhabi Grand Prix,Yas Island,22,0
BOT,77,Alfa Romeo,18.0,19.0,Lapped,0.0,2023,Abu Dhabi Grand Prix,Yas Island,22,0
MAG,20,Haas F1 Team,17.0,20.0,Lapped,0.0,2023,Abu Dhabi Grand Prix,Yas Island,22,0
VER,1,Red Bull Racing,1.0,1.0,Finished,26.0,2024,Bahrain Grand Prix,Sakhir,1,0
PER,11,Red Bull Racing,5.0,2.0,Finished,18.0,2024,Bahrain Grand Prix,Sakhir,1,0
SAI,55,Ferrari,4.0,3.0,Finished,15.0,2024,Bahrain Grand Prix,Sakhir,1,0
LEC,16,Ferrari,2.0,4.0,Finished,12.0,2024,Bahrain Grand Prix,Sakhir,1,0
RUS,63,Mercedes,3.0,5.0,Finished,10.0,2024,Bahrain Grand Prix,Sakhir,1,0
NOR,4,McLaren,7.0,6.0,Finished,8.0,2024,Bahrain Grand Prix,Sakhir,1,0
HAM,44,Mercedes,9.0,7.0,Finished,6.0,2024,Bahrain Grand Prix,Sakhir,1,0
PIA,81,McLaren,8.0,8.0,Finished,4.0,2024,Bahrain Grand Prix,Sakhir,1,0
ALO,14,Aston Martin,6.0,9.0,Finished,2.0,2024,Bahrain Grand Prix,Sakhir,1,0
STR,18,Aston Martin,12.0,10.0,Finished,1.0,2024,Bahrain Grand Prix,Sakhir,1,0
ZHO,24,Kick Sauber,17.0,11.0,Lapped,0.0,2024,Bahrain Grand Prix,Sakhir,1,0
MAG,20,Haas F1 Team,15.0,12.0,Lapped,0.0,2024,Bahrain Grand Prix,Sakhir,1,0
RIC,3,RB,14.0,13.0,Lapped,0.0,2024,Bahrain Grand Prix,Sakhir,1,0
TSU,22,RB,11.0,14.0,Lapped,0.0,2024,Bahrain Grand Prix,Sakhir,1,0
ALB,23,Williams,13.0,15.0,Lapped,0.0,2024,Bahrain Grand Prix,Sakhir,1,0
HUL,27,Haas F1 Team,10.0,16.0,Lapped,0.0,2024,Bahrain Grand Prix,Sakhir,1,0
OCO,31,Alpine,19.0,17.0,Lapped,0.0,2024,Bahrain Grand Prix,Sakhir,1,0
GAS,10,Alpine,20.0,18.0,Lapped,0.0,2024,Bahrain Grand Prix,Sakhir,1,0
BOT,77,Kick Sauber,16.0,19.0,Lapped,0.0,2024,Bahrain Grand Prix,Sakhir,1,0
SAR,2,Williams,18.0,20.0,Lapped,0.0,2024,Bahrain Grand Prix,Sakhir,1,0
VER,1,Red Bull Racing,1.0,1.0,Finished,25.0,2024,Saudi Arabian Grand Prix,Jeddah,2,0
PER,11,Red Bull Racing,3.0,2.0,Finished,18.0,2024,Saudi Arabian Grand Prix,Jeddah,2,0
LEC,16,Ferrari,2.0,3.0,Finished,16.0,2024,Saudi Arabian Grand Prix,Jeddah,2,0
PIA,81,McLaren,5.0,4.0,Finished,12.0,2024,Saudi Arabian Grand Prix,Jeddah,2,0
ALO,14,Aston Martin,4.0,5.0,Finished,10.0,2024,Saudi Arabian Grand Prix,Jeddah,2,0
RUS,63,Mercedes,7.0,6.0,Finished,8.0,2024,Saudi Arabian Grand Prix,Jeddah,2,0
BEA,38,Ferrari,11.0,7.0,Finished,6.0,2024,Saudi Arabian Grand Prix,Jeddah,2,0
NOR,4,McLaren,6.0,8.0,Finished,4.0,2024,Saudi Arabian Grand Prix,Jeddah,2,0
HAM,44,Mercedes,8.0,9.0,Finished,2.0,2024,Saudi Arabian Grand Prix,Jeddah,2,0
HUL,27,Haas F1 Team,15.0,10.0,Finished,1.0,2024,Saudi Arabian Grand Prix,Jeddah,2,0
ALB,23,Williams,12.0,11.0,Finished,0.0,2024,Saudi Arabian Grand Prix,Jeddah,2,0
MAG,20,Haas F1 Team,13.0,12.0,Finished,0.0,2024,Saudi Arabian Grand Prix,Jeddah,2,0
OCO,31,Alpine,17.0,13.0,Lapped,0.0,2024,Saudi Arabian Grand Prix,Jeddah,2,0
SAR,2,Williams,19.0,14.0,Lapped,0.0,2024,Saudi Arabian Grand Prix,Jeddah,2,0
TSU,22,RB,9.0,15.0,Lapped,0.0,2024,Saudi Arabian Grand Prix,Jeddah,2,0
RIC,3,RB,14.0,16.0,Lapped,0.0,2024,Saudi Arabian Grand Prix,Jeddah,2,0
BOT,77,Kick Sauber,16.0,17.0,Lapped,0.0,2024,Saudi Arabian Grand Prix,Jeddah,2,0
ZHO,24,Kick Sauber,20.0,18.0,Lapped,0.0,2024,Saudi Arabian Grand Prix,Jeddah,2,0
STR,18,Aston Martin,10.0,19.0,Retired,0.0,2024,Saudi Arabian Grand Prix,Jeddah,2,0
GAS,10,Alpine,18.0,20.0,Retired,0.0,2024,Saudi Arabian Grand Prix,Jeddah,2,0
SAI,55,Ferrari,2.0,1.0,Finished,25.0,2024,Australian Grand Prix,Melbourne,3,0
LEC,16,Ferrari,4.0,2.0,Finished,19.0,2024,Australian Grand Prix,Melbourne,3,0
NOR,4,McLaren,3.0,3.0,Finished,15.0,2024,Australian Grand Prix,Melbourne,3,0
PIA,81,McLaren,5.0,4.0,Finished,12.0,2024,Australian Grand Prix,Melbourne,3,0
PER,11,Red Bull Racing,6.0,5.0,Finished,10.0,2024,Australian Grand Prix,Melbourne,3,0
STR,18,Aston Martin,9.0,6.0,Finished,8.0,2024,Australian Grand Prix,Melbourne,3,0
TSU,22,RB,8.0,7.0,Finished,6.0,2024,Australian Grand Prix,Melbourne,3,0
ALO,14,Aston Martin,10.0,8.0,Finished,4.0,2024,Australian Grand Prix,Melbourne,3,0
HUL,27,Haas F1 Team,16.0,9.0,Finished,2.0,2024,Australian Grand Prix,Melbourne,3,0
MAG,20,Haas F1 Team,14.0,10.0,Lapped,1.0,2024,Australian Grand Prix,Melbourne,3,0
ALB,23,Williams,12.0,11.0,Lapped,0.0,2024,Australian Grand Prix,Melbourne,3,0
RIC,3,RB,18.0,12.0,Lapped,0.0,2024,Australian Grand Prix,Melbourne,3,0
GAS,10,Alpine,17.0,13.0,Lapped,0.0,2024,Australian Grand Prix,Melbourne,3,0
BOT,77,Kick Sauber,13.0,14.0,Lapped,0.0,2024,Australian Grand Prix,Melbourne,3,0
ZHO,24,Kick Sauber,19.0,15.0,Lapped,0.0,2024,Australian Grand Prix,Melbourne,3,0
OCO,31,Alpine,15.0,16.0,Lapped,0.0,2024,Australian Grand Prix,Melbourne,3,0
RUS,63,Mercedes,7.0,17.0,Retired,0.0,2024,Australian Grand Prix,Melbourne,3,0
HAM,44,Mercedes,11.0,18.0,Retired,0.0,2024,Australian Grand Prix,Melbourne,3,0
VER,1,Red Bull Racing,1.0,19.0,Retired,0.0,2024,Australian Grand Prix,Melbourne,3,0
VER,1,Red Bull Racing,1.0,1.0,Finished,26.0,2024,Japanese Grand Prix,Suzuka,4,0
PER,11,Red Bull Racing,2.0,2.0,Finished,18.0,2024,Japanese Grand Prix,Suzuka,4,0
SAI,55,Ferrari,4.0,3.0,Finished,15.0,2024,Japanese Grand Prix,Suzuka,4,0
LEC,16,Ferrari,8.0,4.0,Finished,12.0,2024,Japanese Grand Prix,Suzuka,4,0
NOR,4,McLaren,3.0,5.0,Finished,10.0,2024,Japanese Grand Prix,Suzuka,4,0
ALO,14,Aston Martin,5.0,6.0,Finished,8.0,2024,Japanese Grand Prix,Suzuka,4,0
RUS,63,Mercedes,9.0,7.0,Finished,6.0,2024,Japanese Grand Prix,Suzuka,4,0
PIA,81,McLaren,6.0,8.0,Finished,4.0,2024,Japanese Grand Prix,Suzuka,4,0
HAM,44,Mercedes,7.0,9.0,Finished,2.0,2024,Japanese Grand Prix,Suzuka,4,0
TSU,22,RB,10.0,10.0,Lapped,1.0,2024,Japanese Grand Prix,Suzuka,4,0
HUL,27,Haas F1 Team,12.0,11.0,Lapped,0.0,2024,Japanese Grand Prix,Suzuka,4,0
STR,18,Aston Martin,16.0,12.0,Lapped,0.0,2024,Japanese Grand Prix,Suzuka,4,0
MAG,20,Haas F1 Team,18.0,13.0,Lapped,0.0,2024,Japanese Grand Prix,Suzuka,4,0
BOT,77,Kick Sauber,13.0,14.0,Lapped,0.0,2024,Japanese Grand Prix,Suzuka,4,0
OCO,31,Alpine,15.0,15.0,Lapped,0.0,2024,Japanese Grand Prix,Suzuka,4,0
GAS,10,Alpine,17.0,16.0,Lapped,0.0,2024,Japanese Grand Prix,Suzuka,4,0
SAR,2,Williams,19.0,17.0,Lapped,0.0,2024,Japanese Grand Prix,Suzuka,4,0
ZHO,24,Kick Sauber,20.0,18.0,Retired,0.0,2024,Japanese Grand Prix,Suzuka,4,0
RIC,3,RB,11.0,19.0,Retired,0.0,2024,Japanese Grand Prix,Suzuka,4,0
ALB,23,Williams,14.0,20.0,Retired,0.0,2024,Japanese Grand Prix,Suzuka,4,0
VER,1,Red Bull Racing,1.0,1.0,Finished,25.0,2024,Chinese Grand Prix,Shanghai,5,0
NOR,4,McLaren,4.0,2.0,Finished,18.0,2024,Chinese Grand Prix,Shanghai,5,0
PER,11,Red Bull Racing,2.0,3.0,Finished,15.0,2024,Chinese Grand Prix,Shanghai,5,0
LEC,16,Ferrari,6.0,4.0,Finished,12.0,2024,Chinese Grand Prix,Shanghai,5,0
SAI,55,Ferrari,7.0,5.0,Finished,10.0,2024,Chinese Grand Prix,Shanghai,5,0
RUS,63,Mercedes,8.0,6.0,Finished,8.0,2024,Chinese Grand Prix,Shanghai,5,0
ALO,14,Aston Martin,3.0,7.0,Finished,7.0,2024,Chinese Grand Prix,Shanghai,5,0
PIA,81,McLaren,5.0,8.0,Finished,4.0,2024,Chinese Grand Prix,Shanghai,5,0
HAM,44,Mercedes,18.0,9.0,Finished,2.0,2024,Chinese Grand Prix,Shanghai,5,0
HUL,27,Haas F1 Team,9.0,10.0,Finished,1.0,2024,Chinese Grand Prix,Shanghai,5,0
OCO,31,Alpine,13.0,11.0,Finished,0.0,2024,Chinese Grand Prix,Shanghai,5,0
ALB,23,Williams,14.0,12.0,Finished,0.0,2024,Chinese Grand Prix,Shanghai,5,0
GAS,10,Alpine,15.0,13.0,Finished,0.0,2024,Chinese Grand Prix,Shanghai,5,0
ZHO,24,Kick Sauber,16.0,14.0,Finished,0.0,2024,Chinese Grand Prix,Shanghai,5,0
STR,18,Aston Martin,11.0,15.0,Finished,0.0,2024,Chinese Grand Prix,Shanghai,5,0
MAG,20,Haas F1 Team,17.0,16.0,Finished,0.0,2024,Chinese Grand Prix,Shanghai,5,0
SAR,2,Williams,20.0,17.0,Finished,0.0,2024,Chinese Grand Prix,Shanghai,5,0
RIC,3,RB,12.0,18.0,Retired,0.0,2024,Chinese Grand Prix,Shanghai,5,0
TSU,22,RB,19.0,19.0,Retired,0.0,2024,Chinese Grand Prix,Shanghai,5,0
BOT,77,Kick Sauber,10.0,20.0,Retired,0.0,2024,Chinese Grand Prix,Shanghai,5,0
NOR,4,McLaren,5.0,1.0,Finished,25.0,2024,Miami Grand Prix,Miami,6,0
VER,1,Red Bull Racing,1.0,2.0,Finished,18.0,2024,Miami Grand Prix,Miami,6,0
LEC,16,Ferrari,2.0,3.0,Finished,15.0,2024,Miami Grand Prix,Miami,6,0
PER,11,Red Bull Racing,4.0,4.0,Finished,12.0,2024,Miami Grand Prix,Miami,6,0
SAI,55,Ferrari,3.0,5.0,Finished,10.0,2024,Miami Grand Prix,Miami,6,0
HAM,44,Mercedes,8.0,6.0,Finished,8.0,2024,Miami Grand Prix,Miami,6,0
TSU,22,RB,10.0,7.0,Finished,6.0,2024,Miami Grand Prix,Miami,6,0
RUS,63,Mercedes,7.0,8.0,Finished,4.0,2024,Miami Grand Prix,Miami,6,0
ALO,14,Aston Martin,15.0,9.0,Finished,2.0,2024,Miami Grand Prix,Miami,6,0
OCO,31,Alpine,13.0,10.0,Finished,1.0,2024,Miami Grand Prix,Miami,6,0
HUL,27,Haas F1 Team,9.0,11.0,Finished,0.0,2024,Miami Grand Prix,Miami,6,0
GAS,10,Alpine,12.0,12.0,Finished,0.0,2024,Miami Grand Prix,Miami,6,0
PIA,81,McLaren,6.0,13.0,Finished,0.0,2024,Miami Grand Prix,Miami,6,0
ZHO,24,Kick Sauber,19.0,14.0,Finished,0.0,2024,Miami Grand Prix,Miami,6,0
RIC,3,RB,20.0,15.0,Finished,0.0,2024,Miami Grand Prix,Miami,6,0
BOT,77,Kick Sauber,16.0,16.0,Finished,0.0,2024,Miami Grand Prix,Miami,6,0
STR,18,Aston Martin,11.0,17.0,Finished,0.0,2024,Miami Grand Prix,Miami,6,0
ALB,23,Williams,14.0,18.0,Finished,0.0,2024,Miami Grand Prix,Miami,6,0
MAG,20,Haas F1 Team,18.0,19.0,Finished,0.0,2024,Miami Grand Prix,Miami,6,0
SAR,2,Williams,17.0,20.0,Retired,0.0,2024,Miami Grand Prix,Miami,6,0
VER,1,Red Bull Racing,1.0,1.0,Finished,25.0,2024,Emilia Romagna Grand Prix,Imola,7,0
NOR,4,McLaren,2.0,2.0,Finished,18.0,2024,Emilia Romagna Grand Prix,Imola,7,0
LEC,16,Ferrari,3.0,3.0,Finished,15.0,2024,Emilia Romagna Grand Prix,Imola,7,0
PIA,81,McLaren,5.0,4.0,Finished,12.0,2024,Emilia Romagna Grand Prix,Imola,7,0
SAI,55,Ferrari,4.0,5.0,Finished,10.0,2024,Emilia Romagna Grand Prix,Imola,7,0
