DriverCode,DriverNumber,TeamName,GridPosition,Position,Status,Points,Year,EventName,CircuitName,RoundNumber,IsWetRace
BOT,77,Alfa Romeo,14.0,18.0,Lapped,0.0,2023,Saudi Arabian Grand Prix,Jeddah,2,0
ALB,23,Williams,17.0,19.0,Retired,0.0,2023,Saudi Arabian Grand Prix,Jeddah,2,0
STR,18,Aston Martin,5.0,20.0,Retired,0.0,2023,Saudi Arabian Grand Prix,Jeddah,2,0
VER,1,Red Bull Racing,1.0,1.0,Finished,25.0,2023,Australian Grand Prix,Melbourne,3,0
HAM,44,Mercedes,3.0,2.0,Finished,18.0,2023,Australian Grand Prix,Melbourne,3,0
ALO,14,Aston Martin,4.0,3.0,Finished,15.0,2023,Australian Grand Prix,Melbourne,3,0
STR,18,Aston Martin,6.0,4.0,Finished,12.0,2023,Australian Grand Prix,Melbourne,3,0
PER,11,Red Bull Racing,20.0,5.0,Finished,11.0,2023,Australian Grand Prix,Melbourne,3,0
NOR,4,McLaren,13.0,6.0,Finished,8.0,2023,Australian Grand Prix,Melbourne,3,0
HUL,27,Haas F1 Team,10.0,7.0,Finished,6.0,2023,Australian Grand Prix,Melbourne,3,0
PIA,81,McLaren,16.0,8.0,Finished,4.0,2023,Australian Grand Prix,Melbourne,3,0
ZHO,24,Alfa Romeo,17.0,9.0,Finished,2.0,2023,Australian Grand Prix,Melbourne,3,0
TSU,22,AlphaTauri,12.0,10.0,Finished,1.0,2023,Australian Grand Prix,Melbourne,3,0
BOT,77,Alfa Romeo,19.0,11.0,Finished,0.0,2023,Australian Grand Prix,Melbourne,3,0
SAI,55,Ferrari,5.0,12.0,Finished,0.0,2023,Australian Grand Prix,Melbourne,3,0
GAS,10,Alpine,9.0,13.0,Retired,0.0,2023,Australian Grand Prix,Melbourne,3,0
OCO,31,Alpine,11.0,14.0,Retired,0.0,2023,Australian Grand Prix,Melbourne,3,0
DEV,21,AlphaTauri,15.0,15.0,Retired,0.0,2023,Australian Grand Prix,Melbourne,3,0
SAR,2,Williams,18.0,16.0,Retired,0.0,2023,Australian Grand Prix,Melbourne,3,0
MAG,20,Haas F1 Team,14.0,17.0,Retired,0.0,2023,Australian Grand Prix,Melbourne,3,0
RUS,63,Mercedes,2.0,18.0,Retired,0.0,2023,Australian Grand Prix,Melbourne,3,0
ALB,23,Williams,8.0,19.0,Retired,0.0,2023,Australian Grand Prix,Melbourne,3,0
LEC,16,Ferrari,7.0,20.0,Retired,0.0,2023,Australian Grand Prix,Melbourne,3,0
PER,11,Red Bull Racing,3.0,1.0,Finished,25.0,2023,Azerbaijan Grand Prix,Baku,4,0
VER,1,Red Bull Racing,2.0,2.0,Finished,18.0,2023,Azerbaijan Grand Prix,Baku,4,0
LEC,16,Ferrari,1.0,3.0,Finished,15.0,2023,Azerbaijan Grand Prix,Baku,4,0
ALO,14,Aston Martin,6.0,4.0,Finished,12.0,2023,Azerbaijan Grand Prix,Baku,4,0
SAI,55,Ferrari,4.0,5.0,Finished,10.0,2023,Azerbaijan Grand Prix,Baku,4,0
HAM,44,Mercedes,5.0,6.0,Finished,8.0,2023,Azerbaijan Grand Prix,Baku,4,0
STR,18,Aston Martin,9.0,7.0,Finished,6.0,2023,Azerbaijan Grand Prix,Baku,4,0
RUS,63,Mercedes,11.0,8.0,Finished,5.0,2023,Azerbaijan Grand Prix,Baku,4,0
NOR,4,McLaren,7.0,9.0,Finished,2.0,2023,Azerbaijan Grand Prix,Baku,4,0
TSU,22,AlphaTauri,8.0,10.0,Finished,1.0,2023,Azerbaijan Grand Prix,Baku,4,0
PIA,81,McLaren,10.0,11.0,Finished,0.0,2023,Azerbaijan Grand Prix,Baku,4,0
ALB,23,Williams,12.0,12.0,Finished,0.0,2023,Azerbaijan Grand Prix,Baku,4,0
MAG,20,Haas F1 Team,16.0,13.0,Finished,0.0,2023,Azerbaijan Grand Prix,Baku,4,0
GAS,10,Alpine,17.0,14.0,Finished,0.0,2023,Azerbaijan Grand Prix,Baku,4,0
OCO,31,Alpine,19.0,15.0,Finished,0.0,2023,Azerbaijan Grand Prix,Baku,4,0
SAR,2,Williams,14.0,16.0,Finished,0.0,2023,Azerbaijan Grand Prix,Baku,4,0
HUL,27,Haas F1 Team,20.0,17.0,Lapped,0.0,2023,Azerbaijan Grand Prix,Baku,4,0
BOT,77,Alfa Romeo,13.0,18.0,Lapped,0.0,2023,Azerbaijan Grand Prix,Baku,4,0
ZHO,24,Alfa Romeo,15.0,19.0,Retired,0.0,2023,Azerbaijan Grand Prix,Baku,4,0
DEV,21,AlphaTauri,18.0,20.0,Retired,0.0,2023,Azerbaijan Grand Prix,Baku,4,0
VER,1,Red Bull Racing,9.0,1.0,Finished,26.0,2023,Miami Grand Prix,Miami,5,0
PER,11,Red Bull Racing,1.0,2.0,Finished,18.0,2023,Miami Grand Prix,Miami,5,0
ALO,14,Aston Martin,2.0,3.0,Finished,15.0,2023,Miami Grand Prix,Miami,5,0
RUS,63,Mercedes,6.0,4.0,Finished,12.0,2023,Miami Grand Prix,Miami,5,0
SAI,55,Ferrari,3.0,5.0,Finished,10.0,2023,Miami Grand Prix,Miami,5,0
HAM,44,Mercedes,13.0,6.0,Finished,8.0,2023,Miami Grand Prix,Miami,5,0
LEC,16,Ferrari,7.0,7.0,Finished,6.0,2023,Miami Grand Prix,Miami,5,0
GAS,10,Alpine,5.0,8.0,Finished,4.0,2023,Miami Grand Prix,Miami,5,0
OCO,31,Alpine,8.0,9.0,Finished,2.0,2023,Miami Grand Prix,Miami,5,0
MAG,20,Haas F1 Team,4.0,10.0,Finished,1.0,2023,Miami Grand Prix,Miami,5,0
TSU,22,AlphaTauri,17.0,11.0,Finished,0.0,2023,Miami Grand Prix,Miami,5,0
STR,18,Aston Martin,18.0,12.0,Finished,0.0,2023,Miami Grand Prix,Miami,5,0
BOT,77,Alfa Romeo,10.0,13.0,Finished,0.0,2023,Miami Grand Prix,Miami,5,0
ALB,23,Williams,11.0,14.0,Finished,0.0,2023,Miami Grand Prix,Miami,5,0
HUL,27,Haas F1 Team,12.0,15.0,Finished,0.0,2023,Miami Grand Prix,Miami,5,0
ZHO,24,Alfa Romeo,14.0,16.0,Finished,0.0,2023,Miami Grand Prix,Miami,5,0
NOR,4,McLaren,16.0,17.0,Finished,0.0,2023,Miami Grand Prix,Miami,5,0
DEV,21,AlphaTauri,15.0,18.0,Finished,0.0,2023,Miami Grand Prix,Miami,5,0
PIA,81,McLaren,19.0,19.0,Lapped,0.0,2023,Miami Grand Prix,Miami,5,0
SAR,2,Williams,20.0,20.0,Lapped,0.0,2023,Miami Grand Prix,Miami,5,0
VER,1,Red Bull Racing,1.0,1.0,Finished,25.0,2023,Monaco Grand Prix,Monaco,6,1
ALO,14,Aston Martin,2.0,2.0,Finished,18.0,2023,Monaco Grand Prix,Monaco,6,1
OCO,31,Alpine,3.0,3.0,Finished,15.0,2023,Monaco Grand Prix,Monaco,6,1
HAM,44,Mercedes,5.0,4.0,Finished,13.0,2023,Monaco Grand Prix,Monaco,6,1
RUS,63,Mercedes,8.0,5.0,Finished,10.0,2023,Monaco Grand Prix,Monaco,6,1
LEC,16,Ferrari,6.0,6.0,Finished,8.0,2023,Monaco Grand Prix,Monaco,6,1
GAS,10,Alpine,7.0,7.0,Finished,6.0,2023,Monaco Grand Prix,Monaco,6,1
SAI,55,Ferrari,4.0,8.0,Finished,4.0,2023,Monaco Grand Prix,Monaco,6,1
NOR,4,McLaren,10.0,9.0,Lapped,2.0,2023,Monaco Grand Prix,Monaco,6,1
PIA,81,McLaren,11.0,10.0,Lapped,1.0,2023,Monaco Grand Prix,Monaco,6,1
BOT,77,Alfa Romeo,15.0,11.0,Lapped,0.0,2023,Monaco Grand Prix,Monaco,6,1
DEV,21,AlphaTauri,12.0,12.0,Lapped,0.0,2023,Monaco Grand Prix,Monaco,6,1
ZHO,24,Alfa Romeo,19.0,13.0,Lapped,0.0,2023,Monaco Grand Prix,Monaco,6,1
ALB,23,Williams,13.0,14.0,Lapped,0.0,2023,Monaco Grand Prix,Monaco,6,1
TSU,22,AlphaTauri,9.0,15.0,Lapped,0.0,2023,Monaco Grand Prix,Monaco,6,1
PER,11,Red Bull Racing,20.0,16.0,Lapped,0.0,2023,Monaco Grand Prix,Monaco,6,1
HUL,27,Haas F1 Team,18.0,17.0,Lapped,0.0,2023,Monaco Grand Prix,Monaco,6,1
SAR,2,Williams,16.0,18.0,Lapped,0.0,2023,Monaco Grand Prix,Monaco,6,1
MAG,20,Haas F1 Team,17.0,19.0,Retired,0.0,2023,Monaco Grand Prix,Monaco,6,1
STR,18,Aston Martin,14.0,20.0,Retired,0.0,2023,Monaco Grand Prix,Monaco,6,1
VER,1,Red Bull Racing,1.0,1.0,Finished,26.0,2023,Spanish Grand Prix,Barcelona,7,0
HAM,44,Mercedes,4.0,2.0,Finished,18.0,2023,Spanish Grand Prix,Barcelona,7,0
RUS,63,Mercedes,12.0,3.0,Finished,15.0,2023,Spanish Grand Prix,Barcelona,7,0
PER,11,Red Bull Racing,11.0,4.0,Finished,12.0,2023,Spanish Grand Prix,Barcelona,7,0
SAI,55,Ferrari,2.0,5.0,Finished,10.0,2023,Spanish Grand Prix,Barcelona,7,0
STR,18,Aston Martin,5.0,6.0,Finished,8.0,2023,Spanish Grand Prix,Barcelona,7,0
ALO,14,Aston Martin,8.0,7.0,Finished,6.0,2023,Spanish Grand Prix,Barcelona,7,0
OCO,31,Alpine,6.0,8.0,Finished,4.0,2023,Spanish Grand Prix,Barcelona,7,0
ZHO,24,Alfa Romeo,13.0,9.0,Finished,2.0,2023,Spanish Grand Prix,Barcelona,7,0
GAS,10,Alpine,10.0,10.0,Finished,1.0,2023,Spanish Grand Prix,Barcelona,7,0
LEC,16,Ferrari,19.0,11.0,Finished,0.0,2023,Spanish Grand Prix,Barcelona,7,0
TSU,22,AlphaTauri,15.0,12.0,Finished,0.0,2023,Spanish Grand Prix,Barcelona,7,0
PIA,81,McLaren,9.0,13.0,Lapped,0.0,2023,Spanish Grand Prix,Barcelona,7,0
DEV,21,AlphaTauri,14.0,14.0,Lapped,0.0,2023,Spanish Grand Prix,Barcelona,7,0
HUL,27,Haas F1 Team,7.0,15.0,Lapped,0.0,2023,Spanish Grand Prix,Barcelona,7,0
ALB,23,Williams,18.0,16.0,Lapped,0.0,2023,Spanish Grand Prix,Barcelona,7,0
NOR,4,McLaren,3.0,17.0,Lapped,0.0,2023,Spanish Grand Prix,Barcelona,7,0
MAG,20,Haas F1 Team,17.0,18.0,Lapped,0.0,2023,Spanish Grand Prix,Barcelona,7,0
BOT,77,Alfa Romeo,16.0,19.0,Lapped,0.0,2023,Spanish Grand Prix,Barcelona,7,0
SAR,2,Williams,20.0,20.0,Lapped,0.0,2023,Spanish Grand Prix,Barcelona,7,0
VER,1,Red Bull Racing,1.0,1.0,Finished,25.0,2023,Canadian Grand Prix,Montréal,8,0
ALO,14,Aston Martin,2.0,2.0,Finished,18.0,2023,Canadian Grand Prix,Montréal,8,0
HAM,44,Mercedes,3.0,3.0,Finished,15.0,2023,Canadian Grand Prix,Montréal,8,0
LEC,16,Ferrari,10.0,4.0,Finished,12.0,2023,Canadian Grand Prix,Montréal,8,0
SAI,55,Ferrari,11.0,5.0,Finished,10.0,2023,Canadian Grand Prix,Montréal,8,0
PER,11,Red Bull Racing,12.0,6.0,Finished,9.0,2023,Canadian Grand Prix,Montréal,8,0
ALB,23,Williams,9.0,7.0,Finished,6.0,2023,Canadian Grand Prix,Montréal,8,0
OCO,31,Alpine,6.0,8.0,Finished,4.0,2023,Canadian Grand Prix,Montréal,8,0
STR,18,Aston Martin,16.0,9.0,Finished,2.0,2023,Canadian Grand Prix,Montréal,8,0
BOT,77,Alfa Romeo,14.0,10.0,Finished,1.0,2023,Canadian Grand Prix,Montréal,8,0
PIA,81,McLaren,8.0,11.0,Finished,0.0,2023,Canadian Grand Prix,Montréal,8,0
GAS,10,Alpine,15.0,12.0,Finished,0.0,2023,Canadian Grand Prix,Montréal,8,0
NOR,4,McLaren,7.0,13.0,Finished,0.0,2023,Canadian Grand Prix,Montréal,8,0
TSU,22,AlphaTauri,19.0,14.0,Finished,0.0,2023,Canadian Grand Prix,Montréal,8,0
HUL,27,Haas F1 Team,5.0,15.0,Lapped,0.0,2023,Canadian Grand Prix,Montréal,8,0
ZHO,24,Alfa Romeo,20.0,16.0,Lapped,0.0,2023,Canadian Grand Prix,Montréal,8,0
MAG,20,Haas F1 Team,13.0,17.0,Lapped,0.0,2023,Canadian Grand Prix,Montréal,8,0
DEV,21,AlphaTauri,17.0,18.0,Lapped,0.0,2023,Canadian Grand Prix,Montréal,8,0
RUS,63,Mercedes,4.0,19.0,Retired,0.0,2023,Canadian Grand Prix,Montréal,8,0
SAR,2,Williams,18.0,20.0,Retired,0.0,2023,Canadian Grand Prix,Montréal,8,0
VER,1,Red Bull Racing,1.0,1.0,Finished,26.0,2023,Austrian Grand Prix,Spielberg,9,0
LEC,16,Ferrari,2.0,2.0,Finished,18.0,2023,Austrian Grand Prix,Spielberg,9,0
PER,11,Red Bull Racing,15.0,3.0,Finished,15.0,2023,Austrian Grand Prix,Spielberg,9,0
NOR,4,McLaren,4.0,4.0,Finished,12.0,2023,Austrian Grand Prix,Spielberg,9,0
ALO,14,Aston Martin,7.0,5.0,Finished,10.0,2023,Austrian Grand Prix,Spielberg,9,0
SAI,55,Ferrari,3.0,6.0,Finished,8.0,2023,Austrian Grand Prix,Spielberg,9,0
RUS,63,Mercedes,11.0,7.0,Finished,6.0,2023,Austrian Grand Prix,Spielberg,9,0
HAM,44,Mercedes,5.0,8.0,Finished,4.0,2023,Austrian Grand Prix,Spielberg,9,0
STR,18,Aston Martin,6.0,9.0,Finished,2.0,2023,Austrian Grand Prix,Spielberg,9,0
GAS,10,Alpine,9.0,10.0,Finished,1.0,2023,Austrian Grand Prix,Spielberg,9,0
ALB,23,Williams,10.0,11.0,Finished,0.0,2023,Austrian Grand Prix,Spielberg,9,0
ZHO,24,Alfa Romeo,17.0,12.0,Lapped,0.0,2023,Austrian Grand Prix,Spielberg,9,0
SAR,2,Williams,18.0,13.0,Lapped,0.0,2023,Austrian Grand Prix,Spielberg,9,0
OCO,31,Alpine,12.0,14.0,Lapped,0.0,2023,Austrian Grand Prix,Spielberg,9,0
BOT,77,Alfa Romeo,14.0,15.0,Lapped,0.0,2023,Austrian Grand Prix,Spielberg,9,0
PIA,81,McLaren,13.0,16.0,Lapped,0.0,2023,Austrian Grand Prix,Spielberg,9,0
DEV,21,AlphaTauri,20.0,17.0,Lapped,0.0,2023,Austrian Grand Prix,Spielberg,9,0
MAG,20,Haas F1 Team,19.0,18.0,Lapped,0.0,2023,Austrian Grand Prix,Spielberg,9,0
TSU,22,AlphaTauri,16.0,19.0,Lapped,0.0,2023,Austrian Grand Prix,Spielberg,9,0
HUL,27,Haas F1 Team,8.0,20.0,Retired,0.0,2023,Austrian Grand Prix,Spielberg,9,0
VER,1,Red Bull Racing,1.0,1.0,Finished,26.0,2023,British Grand Prix,Silverstone,10,0
NOR,4,McLaren,2.0,2.0,Finished,18.0,2023,British Grand Prix,Silverstone,10,0
HAM,44,Mercedes,7.0,3.0,Finished,15.0,2023,British Grand Prix,Silverstone,10,0
PIA,81,McLaren,3.0,4.0,Finished,12.0,2023,British Grand Prix,Silverstone,10,0
RUS,63,Mercedes,6.0,5.0,Finished,10.0,2023,British Grand Prix,Silverstone,10,0
PER,11,Red Bull Racing,15.0,6.0,Finished,8.0,2023,British Grand Prix,Silverstone,10,0
ALO,14,Aston Martin,9.0,7.0,Finished,6.0,2023,British Grand Prix,Silverstone,10,0
ALB,23,Williams,8.0,8.0,Finished,4.0,2023,British Grand Prix,Silverstone,10,0
LEC,16,Ferrari,4.0,9.0,Finished,2.0,2023,British Grand Prix,Silverstone,10,0
SAI,55,Ferrari,5.0,10.0,Finished,1.0,2023,British Grand Prix,Silverstone,10,0
SAR,2,Williams,14.0,11.0,Finished,0.0,2023,British Grand Prix,Silverstone,10,0
BOT,77,Alfa Romeo,20.0,12.0,Finished,0.0,2023,British Grand Prix,Silverstone,10,0
HUL,27,Haas F1 Team,11.0,13.0,Finished,0.0,2023,British Grand Prix,Silverstone,10,0
STR,18,Aston Martin,12.0,14.0,Finished,0.0,2023,British Grand Prix,Silverstone,10,0
ZHO,24,Alfa Romeo,17.0,15.0,Finished,0.0,2023,British Grand Prix,Silverstone,10,0
TSU,22,AlphaTauri,16.0,16.0,Finished,0.0,2023,British Grand Prix,Silverstone,10,0
DEV,21,AlphaTauri,18.0,17.0,Finished,0.0,2023,British Grand Prix,Silverstone,10,0
GAS,10,Alpine,10.0,18.0,Retired,0.0,2023,British Grand Prix,Silverstone,10,0
MAG,20,Haas F1 Team,19.0,19.0,Retired,0.0,2023,British Grand Prix,Silverstone,10,0
OCO,31,Alpine,13.0,20.0,Retired,0.0,2023,British Grand Prix,Silverstone,10,0
VER,1,Red Bull Racing,2.0,1.0,Finished,26.0,2023,Hungarian Grand Prix,Budapest,11,0
NOR,4,McLaren,3.0,2.0,Finished,18.0,2023,Hungarian Grand Prix,Budapest,11,0
PER,11,Red Bull Racing,9.0,3.0,Finished,15.0,2023,Hungarian Grand Prix,Budapest,11,0
HAM,44,Mercedes,1.0,4.0,Finished,12.0,2023,Hungarian Grand Prix,Budapest,11,0
PIA,81,McLaren,4.0,5.0,Finished,10.0,2023,Hungarian Grand Prix,Budapest,11,0
RUS,63,Mercedes,18.0,6.0,Finished,8.0,2023,Hungarian Grand Prix,Budapest,11,0
LEC,16,Ferrari,6.0,7.0,Finished,6.0,2023,Hungarian Grand Prix,Budapest,11,0
SAI,55,Ferrari,11.0,8.0,Finished,4.0,2023,Hungarian Grand Prix,Budapest,11,0
ALO,14,Aston Martin,8.0,9.0,Finished,2.0,2023,Hungarian Grand Prix,Budapest,11,0
STR,18,Aston Martin,14.0,10.0,Lapped,1.0,2023,Hungarian Grand Prix,Budapest,11,0
ALB,23,Williams,16.0,11.0,Lapped,0.0,2023,Hungarian Grand Prix,Budapest,11,0
BOT,77,Alfa Romeo,7.0,12.0,Lapped,0.0,2023,Hungarian Grand Prix,Budapest,11,0
RIC,3,AlphaTauri,13.0,13.0,Lapped,0.0,2023,Hungarian Grand Prix,Budapest,11,0
HUL,27,Haas F1 Team,10.0,14.0,Lapped,0.0,2023,Hungarian Grand Prix,Budapest,11,0
TSU,22,AlphaTauri,17.0,15.0,Lapped,0.0,2023,Hungarian Grand Prix,Budapest,11,0
ZHO,24,Alfa Romeo,5.0,16.0,Lapped,0.0,2023,Hungarian Grand Prix,Budapest,11,0
MAG,20,Haas F1 Team,19.0,17.0,Lapped,0.0,2023,Hungarian Grand Prix,Budapest,11,0
SAR,2,Williams,20.0,18.0,Retired,0.0,2023,Hungarian Grand Prix,Budapest,11,0
OCO,31,Alpine,12.0,19.0,Retired,0.0,2023,Hungarian Grand Prix,Budapest,11,0
GAS,10,Alpine,15.0,20.0,Retired,0.0,2023,Hungarian Grand Prix,Budapest,11,0
VER,1,Red Bull Racing,6.0,1.0,Finished,25.0,2023,Belgian Grand Prix,Spa-Francorchamps,12,0
PER,11,Red Bull Racing,2.0,2.0,Finished,18.0,2023,Belgian Grand Prix,Spa-Francorchamps,12,0
LEC,16,Ferrari,1.0,3.0,Finished,15.0,2023,Belgian Grand Prix,Spa-Francorchamps,12,0
HAM,44,Mercedes,3.0,4.0,Finished,13.0,2023,Belgian Grand Prix,Spa-Francorchamps,12,0
ALO,14,Aston Martin,9.0,5.0,Finished,10.0,2023,Belgian Grand Prix,Spa-Francorchamps,12,0
RUS,63,Mercedes,8.0,6.0,Finished,8.0,2023,Belgian Grand Prix,Spa-Francorchamps,12,0
NOR,4,McLaren,7.0,7.0,Finished,6.0,2023,Belgian Grand Prix,Spa-Francorchamps,12,0
OCO,31,Alpine,14.0,8.0,Finished,4.0,2023,Belgian Grand Prix,Spa-Francorchamps,12,0
STR,18,Aston Martin,10.0,9.0,Finished,2.0,2023,Belgian Grand Prix,Spa-Francorchamps,12,0
TSU,22,AlphaTauri,11.0,10.0,Finished,1.0,2023,Belgian Grand Prix,Spa-Francorchamps,12,0
GAS,10,Alpine,12.0,11.0,Finished,0.0,2023,Belgian Grand Prix,Spa-Francorchamps,12,0
BOT,77,Alfa Romeo,13.0,12.0,Finished,0.0,2023,Belgian Grand Prix,Spa-Francorchamps,12,0
ZHO,24,Alfa Romeo,17.0,13.0,Finished,0.0,2023,Belgian Grand Prix,Spa-Francorchamps,12,0
ALB,23,Williams,15.0,14.0,Finished,0.0,2023,Belgian Grand Prix,Spa-Francorchamps,12,0
MAG,20,Haas F1 Team,16.0,15.0,Finished,0.0,2023,Belgian Grand Prix,Spa-Francorchamps,12,0
RIC,3,AlphaTauri,19.0,16.0,Finished,0.0,2023,Belgian Grand Prix,Spa-Francorchamps,12,0
SAR,2,Williams,18.0,17.0,Finished,0.0,2023,Belgian Grand Prix,Spa-Francorchamps,12,0
HUL,27,Haas F1 Team,20.0,18.0,Finished,0.0,2023,Belgian Grand Prix,Spa-Francorchamps,12,0
SAI,55,Ferrari,4.0,19.0,Retired,0.0,2023,Belgian Grand Prix,Spa-Francorchamps,12,0
PIA,81,McLaren,5.0,20.0,Retired,0.0,2023,Belgian Grand Prix,Spa-Francorchamps,12,0
VER,1,Red Bull Racing,1.0,1.0,Finished,25.0,2023,Dutch Grand Prix,Zandvoort,13,1
ALO,14,Aston Martin,5.0,2.0,Finished,19.0,2023,Dutch Grand Prix,Zandvoort,13,1
GAS,10,Alpine,12.0,3.0,Finished,15.0,2023,Dutch Grand Prix,Zandvoort,13,1
PER,11,Red Bull Racing,7.0,4.0,Finished,12.0,2023,Dutch Grand Prix,Zandvoort,13,1
SAI,55,Ferrari,6.0,5.0,Finished,10.0,2023,Dutch Grand Prix,Zandvoort,13,1
HAM,44,Mercedes,13.0,6.0,Finished,8.0,2023,Dutch Grand Prix,Zandvoort,13,1
NOR,4,McLaren,2.0,7.0,Finished,6.0,2023,Dutch Grand Prix,Zandvoort,13,1
ALB,23,Williams,4.0,8.0,Finished,4.0,2023,Dutch Grand Prix,Zandvoort,13,1
PIA,81,McLaren,8.0,9.0,Finished,2.0,2023,Dutch Grand Prix,Zandvoort,13,1
OCO,31,Alpine,16.0,10.0,Finished,1.0,2023,Dutch Grand Prix,Zandvoort,13,1
STR,18,Aston Martin,11.0,11.0,Finished,0.0,2023,Dutch Grand Prix,Zandvoort,13,1
HUL,27,Haas F1 Team,14.0,12.0,Finished,0.0,2023,Dutch Grand Prix,Zandvoort,13,1
LAW,40,AlphaTauri,19.0,13.0,Finished,0.0,2023,Dutch Grand Prix,Zandvoort,13,1
BOT,77,Alfa Romeo,18.0,14.0,Finished,0.0,2023,Dutch Grand Prix,Zandvoort,13,1
TSU,22,AlphaTauri,17.0,15.0,Finished,0.0,2023,Dutch Grand Prix,Zandvoort,13,1
MAG,20,Haas F1 Team,,16.0,Finished,0.0,2023,Dutch Grand Prix,Zandvoort,13,1
RUS,63,Mercedes,3.0,17.0,Finished,0.0,2023,Dutch Grand Prix,Zandvoort,13,1
ZHO,24,Alfa Romeo,15.0,18.0,Accident,0.0,2023,Dutch Grand Prix,Zandvoort,13,1
LEC,16,Ferrari,9.0,19.0,Undertray,0.0,2023,Dutch Grand Prix,Zandvoort,13,1
SAR,2,Williams,10.0,20.0,Accident,0.0,2023,Dutch Grand Prix,Zandvoort,13,1
VER,1,Red Bull Racing,2.0,1.0,Finished,25.0,2023,Italian Grand Prix,Monza,14,0
PER,11,Red Bull Racing,5.0,2.0,Finished,18.0,2023,Italian Grand Prix,Monza,14,0
SAI,55,Ferrari,1.0,3.0,Finished,15.0,2023,Italian Grand Prix,Monza,14,0
LEC,16,Ferrari,3.0,4.0,Finished,12.0,2023,Italian Grand Prix,Monza,14,0
RUS,63,Mercedes,4.0,5.0,Finished,10.0,2023,Italian Grand Prix,Monza,14,0
HAM,44,Mercedes,8.0,6.0,Finished,8.0,2023,Italian Grand Prix,Monza,14,0
ALB,23,Williams,6.0,7.0,Finished,6.0,2023,Italian Grand Prix,Monza,14,0
NOR,4,McLaren,9.0,8.0,Finished,4.0,2023,Italian Grand Prix,Monza,14,0
ALO,14,Aston Martin,10.0,9.0,Finished,2.0,2023,Italian Grand Prix,Monza,14,0
BOT,77,Alfa Romeo,14.0,10.0,Finished,1.0,2023,Italian Grand Prix,Monza,14,0
LAW,40,AlphaTauri,12.0,11.0,Finished,0.0,2023,Italian Grand Prix,Monza,14,0
PIA,81,McLaren,7.0,12.0,Finished,0.0,2023,Italian Grand Prix,Monza,14,0
SAR,2,Williams,15.0,13.0,Finished,0.0,2023,Italian Grand Prix,Monza,14,0
ZHO,24,Alfa Romeo,16.0,14.0,Finished,0.0,2023,Italian Grand Prix,Monza,14,0
GAS,10,Alpine,17.0,15.0,Finished,0.0,2023,Italian Grand Prix,Monza,14,0
STR,18,Aston Martin,20.0,16.0,Finished,0.0,2023,Italian Grand Prix,Monza,14,0
HUL,27,Haas F1 Team,13.0,17.0,Lapped,0.0,2023,Italian Grand Prix,Monza,14,0
MAG,20,Haas F1 Team,19.0,18.0,Lapped,0.0,2023,Italian Grand Prix,Monza,14,0
OCO,31,Alpine,18.0,19.0,Retired,0.0,2023,Italian Grand Prix,Monza,14,0
TSU,22,AlphaTauri,11.0,20.0,Did not start,0.0,2023,Italian Grand Prix,Monza,14,0
SAI,55,Ferrari,1.0,1.0,Finished,25.0,2023,Singapore Grand Prix,Marina Bay,15,0
NOR,4,McLaren,4.0,2.0,Finished,18.0,2023,Singapore Grand Prix,Marina Bay,15,0
HAM,44,Mercedes,5.0,3.0,Finished,16.0,2023,Singapore Grand Prix,Marina Bay,15,0
LEC,16,Ferrari,3.0,4.0,Finished,12.0,2023,Singapore Grand Prix,Marina Bay,15,0
VER,1,Red Bull Racing,11.0,5.0,Finished,10.0,2023,Singapore Grand Prix,Marina Bay,15,0
GAS,10,Alpine,12.0,6.0,Finished,8.0,2023,Singapore Grand Prix,Marina Bay,15,0
PIA,81,McLaren,17.0,7.0,Finished,6.0,2023,Singapore Grand Prix,Marina Bay,15,0
PER,11,Red Bull Racing,13.0,8.0,Finished,4.0,2023,Singapore Grand Prix,Marina Bay,15,0
LAW,40,AlphaTauri,10.0,9.0,Finished,2.0,2023,Singapore Grand Prix,Marina Bay,15,0
MAG,20,Haas F1 Team,6.0,10.0,Finished,1.0,2023,Singapore Grand Prix,Marina Bay,15,0
ALB,23,Williams,14.0,11.0,Finished,0.0,2023,Singapore Grand Prix,Marina Bay,15,0
ZHO,24,Alfa Romeo,19.0,12.0,Finished,0.0,2023,Singapore Grand Prix,Marina Bay,15,0
HUL,27,Haas F1 Team,9.0,13.0,Finished,0.0,2023,Singapore Grand Prix,Marina Bay,15,0
SAR,2,Williams,18.0,14.0,Finished,0.0,2023,Singapore Grand Prix,Marina Bay,15,0
ALO,14,Aston Martin,7.0,15.0,Finished,0.0,2023,Singapore Grand Prix,Marina Bay,15,0
RUS,63,Mercedes,2.0,16.0,Retired,0.0,2023,Singapore Grand Prix,Marina Bay,15,0
BOT,77,Alfa Romeo,16.0,17.0,Retired,0.0,2023,Singapore Grand Prix,Marina Bay,15,0
OCO,31,Alpine,8.0,18.0,Retired,0.0,2023,Singapore Grand Prix,Marina Bay,15,0
TSU,22,AlphaTauri,15.0,19.0,Retired,0.0,2023,Singapore Grand Prix,Marina Bay,15,0
STR,18,Aston Martin,,,Withdrew,0.0,2023,Singapore Grand Prix,Marina Bay,15,0
VER,1,Red Bull Racing,1.0,1.0,Finished,26.0,2023,Japanese Grand Prix,Suzuka,16,0
NOR,4,McLaren,3.0,2.0,Finished,18.0,2023,Japanese Grand Prix,Suzuka,16,0
